"event_number","event_number_niskin","ship","cruise","date_time_utc","latitude","longitude","depth","filter_size","replicate","chl","phaeo","iode_quality_flag","fluorometer"
"MVCO_120","MVCO_120_04","","",2008-01-16 18:53:00,41.2533,-70.565,0,">0","b",3.037,1.118,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_120","MVCO_120_04","","",2008-01-16 18:53:00,41.2533,-70.565,0,">0&<10","a",1.689,0.57,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_120","MVCO_120_04","","",2008-01-16 18:53:00,41.2533,-70.565,0,">0&<10","b",0.897,0.383,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_121","MVCO_121_01","","",2008-01-16 19:44:00,41.1982,-70.5655,37,">0","a",2.811,0.743,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_121","MVCO_121_01","","",2008-01-16 19:44:00,41.1982,-70.5655,37,">0","b",2.542,0.672,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_121","MVCO_121_02","","",2008-01-16 19:44:00,41.1982,-70.5655,23,">0","a",2.199,0.708,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_121","MVCO_121_02","","",2008-01-16 19:44:00,41.1982,-70.5655,23,">0","b",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_121","MVCO_121_03","","",2008-01-16 19:44:00,41.1982,-70.5655,13,">0","a",2.034,0.627,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_121","MVCO_121_03","","",2008-01-16 19:44:00,41.1982,-70.5655,13,">0","b",1.982,0.588,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_121","MVCO_121_04","","",2008-01-16 19:44:00,41.1982,-70.5655,0,">0","a",2.359,0.491,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_121","MVCO_121_04","","",2008-01-16 19:44:00,41.1982,-70.5655,0,">0","b",2.013,0.547,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_121","MVCO_121_04","","",2008-01-16 19:44:00,41.1982,-70.5655,0,">0&<10","a",0.849,0.425,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_121","MVCO_121_04","","",2008-01-16 19:44:00,41.1982,-70.5655,0,">0&<10","b",NaN,NaN,4,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_122","MVCO_122_01","","",2008-01-16 21:29:00,41.3351,-70.5534,14,">0","a",4.564,1.57,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_122","MVCO_122_01","","",2008-01-16 21:29:00,41.3351,-70.5534,14,">0","b",5.082,1.147,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_122","MVCO_122_02","","",2008-01-16 21:29:00,41.3351,-70.5534,9,">0","a",3.604,0.792,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_122","MVCO_122_02","","",2008-01-16 21:29:00,41.3351,-70.5534,9,">0","b",3.565,0.735,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_122","MVCO_122_03","","",2008-01-16 21:29:00,41.3351,-70.5534,3,">0","a",3.42,0.85,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_122","MVCO_122_03","","",2008-01-16 21:29:00,41.3351,-70.5534,3,">0","b",3.633,0.806,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_122","MVCO_122_03","","",2008-01-16 21:29:00,41.3351,-70.5534,3,">0&<10","a",1.399,0.491,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_122","MVCO_122_03","","",2008-01-16 21:29:00,41.3351,-70.5534,3,">0&<10","b",0.929,0.354,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_123","MVCO_123_00","","",2008-01-29 18:20:00,41.325,-70.5667,0,">0","a",0.728,0.395,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_123","MVCO_123_00","","",2008-01-29 18:20:00,41.325,-70.5667,0,">0","b",0.736,0.312,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_123","MVCO_123_00","","",2008-01-29 18:20:00,41.325,-70.5667,0,">0&<10","a",0.517,0.31,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_123","MVCO_123_00","","",2008-01-29 18:20:00,41.325,-70.5667,0,">0&<10","b",0.464,0.263,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_123","MVCO_123_00","","",2008-01-29 18:20:00,41.325,-70.5667,0,">0&<80","a",0.84,0.418,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_123","MVCO_123_00","","",2008-01-29 18:20:00,41.325,-70.5667,0,">0&<80","b",0.959,0.501,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_124","MVCO_124_00","","",2008-02-09 16:00:00,41.325,-70.5667,0,">0","a",2.371,0.573,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_124","MVCO_124_00","","",2008-02-09 16:00:00,41.325,-70.5667,0,">0","b",3.941,0.528,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_124","MVCO_124_00","","",2008-02-09 16:00:00,41.325,-70.5667,0,">0&<10","a",1.225,0.519,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_124","MVCO_124_00","","",2008-02-09 16:00:00,41.325,-70.5667,0,">0&<10","b",1.352,0.37,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_124","MVCO_124_00","","",2008-02-09 16:00:00,41.325,-70.5667,0,">0&<80","a",1.978,0.492,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_124","MVCO_124_00","","",2008-02-09 16:00:00,41.325,-70.5667,0,">0&<80","b",2.18,0.587,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_125","MVCO_125_00","","",2008-02-25 16:45:00,41.325,-70.5667,0,">0","a",2.198,1.384,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_125","MVCO_125_00","","",2008-02-25 16:45:00,41.325,-70.5667,0,">0","b",2.079,1.481,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_125","MVCO_125_00","","",2008-02-25 16:45:00,41.325,-70.5667,0,">0&<10","a",0.657,0.94,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_125","MVCO_125_00","","",2008-02-25 16:45:00,41.325,-70.5667,0,">0&<10","b",0.571,0.773,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_125","MVCO_125_00","","",2008-02-25 16:45:00,41.325,-70.5667,0,">0&<80","a",1.879,1.289,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_125","MVCO_125_00","","",2008-02-25 16:45:00,41.325,-70.5667,0,">0&<80","b",1.537,1.299,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_126","MVCO_126_01","","",2008-03-13 13:25:00,41.3265,-70.4478,11,">0","a",2.378,0.674,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_126","MVCO_126_01","","",2008-03-13 13:25:00,41.3265,-70.4478,11,">0","b",2.178,0.607,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_126","MVCO_126_02","","",2008-03-13 13:25:00,41.3265,-70.4478,6.3,">0","a",2.506,0.684,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_126","MVCO_126_02","","",2008-03-13 13:25:00,41.3265,-70.4478,6.3,">0","b",2.112,0.623,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_126","MVCO_126_03","","",2008-03-13 13:25:00,41.3265,-70.4478,2,">0","a",2.457,0.656,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_126","MVCO_126_03","","",2008-03-13 13:25:00,41.3265,-70.4478,2,">0","b",1.985,0.643,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_126","MVCO_126_03","","",2008-03-13 13:25:00,41.3265,-70.4478,2,">0&<10","a",0.974,0.444,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_126","MVCO_126_03","","",2008-03-13 13:25:00,41.3265,-70.4478,2,">0&<10","b",1.147,0.474,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_127","MVCO_127_01","","",2008-03-13 14:15:00,41.3248,-70.5066,14.2,">0","a",3.509,1.358,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_127","MVCO_127_01","","",2008-03-13 14:15:00,41.3248,-70.5066,14.2,">0","b",3.41,1.171,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_127","MVCO_127_02","","",2008-03-13 14:15:00,41.3248,-70.5066,10.3,">0","a",3.529,1.237,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_127","MVCO_127_02","","",2008-03-13 14:15:00,41.3248,-70.5066,10.3,">0","b",3.732,1.145,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_127","MVCO_127_03","","",2008-03-13 14:15:00,41.3248,-70.5066,6.5,">0","a",3.528,1.151,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_127","MVCO_127_03","","",2008-03-13 14:15:00,41.3248,-70.5066,6.5,">0","b",3.072,1.043,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_127","MVCO_127_04","","",2008-03-13 14:15:00,41.3248,-70.5066,2,">0","a",3.023,1.07,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_127","MVCO_127_04","","",2008-03-13 14:15:00,41.3248,-70.5066,2,">0","b",3.097,0.956,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_127","MVCO_127_04","","",2008-03-13 14:15:00,41.3248,-70.5066,2,">0&<10","a",1.414,0.811,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_127","MVCO_127_04","","",2008-03-13 14:15:00,41.3248,-70.5066,2,">0&<10","b",1.251,0.642,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_128","MVCO_128_01","","",2008-03-13 15:02:00,41.3234,-70.5681,15.3,">0","a",3.671,1.193,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_128","MVCO_128_01","","",2008-03-13 15:02:00,41.3234,-70.5681,15.3,">0","b",3.529,1.297,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_128","MVCO_128_02","","",2008-03-13 15:02:00,41.3234,-70.5681,10.1,">0","a",3.36,1.195,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_128","MVCO_128_02","","",2008-03-13 15:02:00,41.3234,-70.5681,10.1,">0","b",3.111,1.101,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_128","MVCO_128_03","","",2008-03-13 15:02:00,41.3234,-70.5681,6,">0","a",3.227,0.987,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_128","MVCO_128_03","","",2008-03-13 15:02:00,41.3234,-70.5681,6,">0","b",3.187,1.084,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_128","MVCO_128_04","","",2008-03-13 15:02:00,41.3234,-70.5681,2,">0","a",2.735,0.728,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_128","MVCO_128_04","","",2008-03-13 15:02:00,41.3234,-70.5681,2,">0","b",2.406,0.856,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_128","MVCO_128_04","","",2008-03-13 15:02:00,41.3234,-70.5681,2,">0&<10","a",1.376,0.679,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_128","MVCO_128_04","","",2008-03-13 15:02:00,41.3234,-70.5681,2,">0&<10","b",1.36,0.675,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_129","MVCO_129_01","","",2008-03-13 16:15:00,41.3233,-70.625,14.9,">0","a",3.056,0.639,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_129","MVCO_129_01","","",2008-03-13 16:15:00,41.3233,-70.625,14.9,">0","b",2.928,0.845,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_129","MVCO_129_02","","",2008-03-13 16:15:00,41.3233,-70.625,10,">0","a",2.73,0.618,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_129","MVCO_129_02","","",2008-03-13 16:15:00,41.3233,-70.625,10,">0","b",2.917,0.67,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_129","MVCO_129_03","","",2008-03-13 16:15:00,41.3233,-70.625,6.2,">0","a",2.985,0.643,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_129","MVCO_129_03","","",2008-03-13 16:15:00,41.3233,-70.625,6.2,">0","b",2.843,0.701,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_129","MVCO_129_04","","",2008-03-13 16:15:00,41.3233,-70.625,2,">0","a",2.241,0.67,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_129","MVCO_129_04","","",2008-03-13 16:15:00,41.3233,-70.625,2,">0","b",2.336,0.537,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_129","MVCO_129_04","","",2008-03-13 16:15:00,41.3233,-70.625,2,">0&<10","a",1.341,0.437,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_129","MVCO_129_04","","",2008-03-13 16:15:00,41.3233,-70.625,2,">0&<10","b",1.359,0.615,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_130","MVCO_130_01","","",2008-03-13 16:45:00,41.3367,-70.555,10.7,">0","a",3.7,0.973,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_130","MVCO_130_01","","",2008-03-13 16:45:00,41.3367,-70.555,10.7,">0","b",4.037,1.03,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_130","MVCO_130_02","","",2008-03-13 16:45:00,41.3367,-70.555,6.1,">0","a",2.605,0.691,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_130","MVCO_130_02","","",2008-03-13 16:45:00,41.3367,-70.555,6.1,">0","b",2.531,0.761,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_130","MVCO_130_03","","",2008-03-13 16:45:00,41.3367,-70.555,2,">0","a",1.296,0.434,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_130","MVCO_130_03","","",2008-03-13 16:45:00,41.3367,-70.555,2,">0","b",1.316,0.369,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_130","MVCO_130_03","","",2008-03-13 16:45:00,41.3367,-70.555,2,">0&<10","a",0.976,0.171,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_130","MVCO_130_03","","",2008-03-13 16:45:00,41.3367,-70.555,2,">0&<10","b",0.911,0.344,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_131","MVCO_131_01","","",2008-03-13 17:40:00,41.1983,-70.5667,34.8,">0","a",2.393,0.56,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_131","MVCO_131_01","","",2008-03-13 17:40:00,41.1983,-70.5667,34.8,">0","b",2.362,0.505,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_131","MVCO_131_02","","",2008-03-13 17:40:00,41.1983,-70.5667,20.1,">0","a",2.406,0.466,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_131","MVCO_131_02","","",2008-03-13 17:40:00,41.1983,-70.5667,20.1,">0","b",2.262,0.612,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_131","MVCO_131_03","","",2008-03-13 17:40:00,41.1983,-70.5667,9.8,">0","a",2.703,0.678,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_131","MVCO_131_03","","",2008-03-13 17:40:00,41.1983,-70.5667,9.8,">0","b",2.621,0.424,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_131","MVCO_131_04","","",2008-03-13 17:40:00,41.1983,-70.5667,2,">0","a",1.405,0.3,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_131","MVCO_131_04","","",2008-03-13 17:40:00,41.1983,-70.5667,2,">0","b",1.348,0.344,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_131","MVCO_131_04","","",2008-03-13 17:40:00,41.1983,-70.5667,2,">0&<10","a",1.264,0.394,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_131","MVCO_131_04","","",2008-03-13 17:40:00,41.1983,-70.5667,2,">0&<10","b",1.098,0.463,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_132","MVCO_132_01","","",2008-03-13 18:28:00,41.2533,-70.5667,25.6,">0","a",2.333,0.532,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_132","MVCO_132_01","","",2008-03-13 18:28:00,41.2533,-70.5667,25.6,">0","b",2.216,0.692,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_132","MVCO_132_02","","",2008-03-13 18:28:00,41.2533,-70.5667,19.8,">0","a",2.045,0.566,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_132","MVCO_132_02","","",2008-03-13 18:28:00,41.2533,-70.5667,19.8,">0","b",2.213,0.308,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_132","MVCO_132_03","","",2008-03-13 18:28:00,41.2533,-70.5667,10,">0","a",2.036,0.592,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_132","MVCO_132_03","","",2008-03-13 18:28:00,41.2533,-70.5667,10,">0","b",1.992,0.511,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_132","MVCO_132_04","","",2008-03-13 18:28:00,41.2533,-70.5667,2,">0","a",1.349,0.426,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_132","MVCO_132_04","","",2008-03-13 18:28:00,41.2533,-70.5667,2,">0","b",1.286,0.435,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_132","MVCO_132_04","","",2008-03-13 18:28:00,41.2533,-70.5667,2,">0&<10","a",1.05,0.438,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_132","MVCO_132_04","","",2008-03-13 18:28:00,41.2533,-70.5667,2,">0&<10","b",NaN,NaN,4,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_134","MVCO_134_01","","",2008-04-09 18:20:00,41.3253,-70.5671,14.8,">0","a",3.579,1.365,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_134","MVCO_134_01","","",2008-04-09 18:20:00,41.3253,-70.5671,14.8,">0","b",3.23,1.328,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_134","MVCO_134_02","","",2008-04-09 18:20:00,41.3253,-70.5671,10,">0","a",2.748,0.911,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_134","MVCO_134_02","","",2008-04-09 18:20:00,41.3253,-70.5671,10,">0","b",2.144,0.759,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_134","MVCO_134_03","","",2008-04-09 18:20:00,41.3253,-70.5671,6.1,">0","a",1.35,0.536,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_134","MVCO_134_03","","",2008-04-09 18:20:00,41.3253,-70.5671,6.1,">0","b",1.284,0.489,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_134","MVCO_134_04","","",2008-04-09 18:20:00,41.3253,-70.5671,2,">0","a",1.314,0.412,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_134","MVCO_134_04","","",2008-04-09 18:20:00,41.3253,-70.5671,2,">0","b",1.318,0.52,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_134","MVCO_134_04","","",2008-04-09 18:20:00,41.3253,-70.5671,2,">0&<10","a",0.582,0.319,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_134","MVCO_134_04","","",2008-04-09 18:20:00,41.3253,-70.5671,2,">0&<10","b",0.509,0.325,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_135","MVCO_135_00","","",2008-04-11 15:19:00,41.325,-70.5667,0,">0","a",1.156,0.515,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_135","MVCO_135_00","","",2008-04-11 15:19:00,41.325,-70.5667,0,">0","b",1.33,0.471,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_135","MVCO_135_00","","",2008-04-11 15:19:00,41.325,-70.5667,0,">0&<10","a",0.588,0.225,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_135","MVCO_135_00","","",2008-04-11 15:19:00,41.325,-70.5667,0,">0&<10","b",0.566,0.252,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_135","MVCO_135_00","","",2008-04-11 15:19:00,41.325,-70.5667,0,">0&<80","a",0.77,0.319,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_135","MVCO_135_00","","",2008-04-11 15:19:00,41.325,-70.5667,0,">0&<80","b",0.928,0.295,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_136","MVCO_136_00","","",2008-04-25 20:45:00,41.325,-70.5667,0,">0","a",0.328,0.111,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_136","MVCO_136_00","","",2008-04-25 20:45:00,41.325,-70.5667,0,">0","b",0.439,0.101,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_136","MVCO_136_00","","",2008-04-25 20:45:00,41.325,-70.5667,0,">0&<10","a",0.329,0.104,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_136","MVCO_136_00","","",2008-04-25 20:45:00,41.325,-70.5667,0,">0&<10","b",0.372,0.127,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_136","MVCO_136_00","","",2008-04-25 20:45:00,41.325,-70.5667,0,">0&<80","a",0.475,0.122,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_136","MVCO_136_00","","",2008-04-25 20:45:00,41.325,-70.5667,0,">0&<80","b",0.558,0.14,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_137","MVCO_137_00","","",2008-05-02 16:56:00,41.325,-70.5667,0,">0","a",0.441,0.168,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_137","MVCO_137_00","","",2008-05-02 16:56:00,41.325,-70.5667,0,">0","b",0.415,0.174,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_137","MVCO_137_00","","",2008-05-02 16:56:00,41.325,-70.5667,0,">0&<10","a",0.229,0.111,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_137","MVCO_137_00","","",2008-05-02 16:56:00,41.325,-70.5667,0,">0&<10","b",0.274,0.126,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_137","MVCO_137_00","","",2008-05-02 16:56:00,41.325,-70.5667,0,">0&<80","a",0.358,0.142,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_137","MVCO_137_00","","",2008-05-02 16:56:00,41.325,-70.5667,0,">0&<80","b",0.45,0.16,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_138","MVCO_138_01","","",2008-05-23 12:35:00,41.3295,-70.4491,10.5,">0","a",1.765,0.963,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_138","MVCO_138_01","","",2008-05-23 12:35:00,41.3295,-70.4491,10.5,">0","b",1.783,1.049,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_138","MVCO_138_02","","",2008-05-23 12:35:00,41.3295,-70.4491,6,">0","a",1.806,0.835,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_138","MVCO_138_02","","",2008-05-23 12:35:00,41.3295,-70.4491,6,">0","b",1.787,0.787,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_138","MVCO_138_03","","",2008-05-23 12:35:00,41.3295,-70.4491,2,">0","a",1.707,0.897,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_138","MVCO_138_03","","",2008-05-23 12:35:00,41.3295,-70.4491,2,">0","b",1.776,0.856,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_138","MVCO_138_03","","",2008-05-23 12:35:00,41.3295,-70.4491,2,">0&<10","a",1.183,0.631,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_138","MVCO_138_03","","",2008-05-23 12:35:00,41.3295,-70.4491,2,">0&<10","b",1.231,0.6,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_139","MVCO_139_01","","",2008-05-23 13:21:00,41.3246,-70.4995,10,">0","a",3.328,0.736,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_139","MVCO_139_01","","",2008-05-23 13:21:00,41.3246,-70.4995,10,">0","b",3.284,0.479,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_139","MVCO_139_02","","",2008-05-23 13:21:00,41.3246,-70.4995,6.2,">0","a",2.877,0.723,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_139","MVCO_139_02","","",2008-05-23 13:21:00,41.3246,-70.4995,6.2,">0","b",3.259,0.533,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_139","MVCO_139_03","","",2008-05-23 13:21:00,41.3246,-70.4995,1.8,">0","a",2.795,0.585,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_139","MVCO_139_03","","",2008-05-23 13:21:00,41.3246,-70.4995,1.8,">0","b",3.069,0.553,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_139","MVCO_139_03","","",2008-05-23 13:21:00,41.3246,-70.4995,1.8,">0&<10","a",1.066,0.325,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_139","MVCO_139_03","","",2008-05-23 13:21:00,41.3246,-70.4995,1.8,">0&<10","b",1.277,0.354,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_140","MVCO_140_01","","",2008-05-23 14:12:00,41.3245,-70.627,15.5,">0","a",6.905,0.806,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_140","MVCO_140_01","","",2008-05-23 14:12:00,41.3245,-70.627,15.5,">0","b",6.764,0.686,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_140","MVCO_140_02","","",2008-05-23 14:12:00,41.3245,-70.627,9.7,">0","a",3.833,0.822,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_140","MVCO_140_02","","",2008-05-23 14:12:00,41.3245,-70.627,9.7,">0","b",3.798,0.928,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_140","MVCO_140_03","","",2008-05-23 14:12:00,41.3245,-70.627,5,">0","a",3.418,0.715,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_140","MVCO_140_03","","",2008-05-23 14:12:00,41.3245,-70.627,5,">0","b",4.311,0.831,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_140","MVCO_140_04","","",2008-05-23 14:12:00,41.3245,-70.627,1.8,">0","a",4.348,0.751,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_140","MVCO_140_04","","",2008-05-23 14:12:00,41.3245,-70.627,1.8,">0","b",3.901,0.855,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
