"event_number","event_number_niskin","ship","cruise","date_time_utc","latitude","longitude","depth","filter_size","replicate","chl","phaeo","iode_quality_flag","fluorometer"
"MVCO_461","MVCO_461_01","Tioga","ti1288",2022-09-15 19:30:00,41.325,-70.5657,13,">0","b",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_461","MVCO_461_02","Tioga","ti1288",2022-09-15 19:30:00,41.325,-70.5657,10,">0","a",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_461","MVCO_461_02","Tioga","ti1288",2022-09-15 19:30:00,41.325,-70.5657,10,">0","b",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_461","MVCO_461_03","Tioga","ti1288",2022-09-15 19:30:00,41.325,-70.5657,6,">0","a",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_461","MVCO_461_03","Tioga","ti1288",2022-09-15 19:30:00,41.325,-70.5657,6,">0","b",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_461","MVCO_461_04","Tioga","ti1288",2022-09-15 19:30:00,41.325,-70.5657,2,">0","a",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_461","MVCO_461_04","Tioga","ti1288",2022-09-15 19:30:00,41.325,-70.5657,2,">0","b",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_461","MVCO_461_04","Tioga","ti1288",2022-09-15 19:30:00,41.325,-70.5657,2,">0&<10","a",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_461","MVCO_461_04","Tioga","ti1288",2022-09-15 19:30:00,41.325,-70.5657,2,">0&<10","b",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_462","MVCO_462_00","Tioga","ti1293",2022-09-30 18:30:00,41.325,-70.5657,0,">0","a",4.209,1.607,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_462","MVCO_462_00","Tioga","ti1293",2022-09-30 18:30:00,41.325,-70.5657,0,">0","b",4.492,1.753,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_462","MVCO_462_00","Tioga","ti1293",2022-09-30 18:30:00,41.325,-70.5657,0,">0&<10","a",1.045,0.636,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_462","MVCO_462_00","Tioga","ti1293",2022-09-30 18:30:00,41.325,-70.5657,0,">0&<10","b",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_463","MVCO_463_00","Tioga","ti1303",2022-12-05 17:30:00,41.325,-70.5657,0,">0","a",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_463","MVCO_463_00","Tioga","ti1303",2022-12-05 17:30:00,41.325,-70.5657,0,">0","b",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_463","MVCO_463_00","Tioga","ti1303",2022-12-05 17:30:00,41.325,-70.5657,0,">0&<10","a",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_463","MVCO_463_00","Tioga","ti1303",2022-12-05 17:30:00,41.325,-70.5657,0,">0&<10","b",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_464","MVCO_464_00","Tioga","ti1304",2022-12-21 17:00:00,41.325,-70.5657,0,">0","a",1.85,0.859,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_464","MVCO_464_00","Tioga","ti1304",2022-12-21 17:00:00,41.325,-70.5657,0,">0","b",2.049,0.789,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_464","MVCO_464_00","Tioga","ti1304",2022-12-21 17:00:00,41.325,-70.5657,0,">0&<10","a",0.713,0.464,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_464","MVCO_464_00","Tioga","ti1304",2022-12-21 17:00:00,41.325,-70.5657,0,">0&<10","b",0.596,0.434,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"EN695_16","EN695_16_2","Endeavor","EN695",2023-01-14 20:42:19,41.3125,-70.5801,14.6,">0","b",9.407,5.12,2,"Turner Designs Aquafluor Handheld Serial Number 800446"
"EN695_16","EN695_16_2","Endeavor","EN695",2023-01-14 20:42:19,41.3125,-70.5801,14.6,">0","a",9.139,4.981,2,"Turner Designs Aquafluor Handheld Serial Number 800446"
"EN695_16","EN695_16_5","Endeavor","EN695",2023-01-14 20:44:11,41.3126,-70.5806,3.5,">0","b",6.97,3.392,2,"Turner Designs Aquafluor Handheld Serial Number 800446"
"EN695_16","EN695_16_5","Endeavor","EN695",2023-01-14 20:44:11,41.3126,-70.5806,3.5,">0&<10","a",0.508,0.736,2,"Turner Designs Aquafluor Handheld Serial Number 800446"
"EN695_16","EN695_16_5","Endeavor","EN695",2023-01-14 20:44:11,41.3126,-70.5806,3.5,">0","a",6.71,3.432,2,"Turner Designs Aquafluor Handheld Serial Number 800446"
"EN695_16","EN695_16_5","Endeavor","EN695",2023-01-14 20:44:11,41.3126,-70.5806,3.5,">0&<10","b",NaN,NaN,2,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_465","MVCO_465_01","Tioga","ti1309",2023-02-01 18:30:00,41.325,-70.5657,14,">0","a",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_465","MVCO_465_01","Tioga","ti1309",2023-02-01 18:30:00,41.325,-70.5657,14,">0","b",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_465","MVCO_465_02","Tioga","ti1309",2023-02-01 18:30:00,41.325,-70.5657,10,">0","a",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_465","MVCO_465_02","Tioga","ti1309",2023-02-01 18:30:00,41.325,-70.5657,10,">0","b",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_465","MVCO_465_03","Tioga","ti1309",2023-02-01 18:30:00,41.325,-70.5657,5,">0","a",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_465","MVCO_465_03","Tioga","ti1309",2023-02-01 18:30:00,41.325,-70.5657,5,">0","b",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_465","MVCO_465_04","Tioga","ti1309",2023-02-01 18:30:00,41.325,-70.5657,2,">0","a",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_465","MVCO_465_04","Tioga","ti1309",2023-02-01 18:30:00,41.325,-70.5657,2,">0","b",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_465","MVCO_465_04","Tioga","ti1309",2023-02-01 18:30:00,41.325,-70.5657,2,">0&<10","a",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_465","MVCO_465_04","Tioga","ti1309",2023-02-01 18:30:00,41.325,-70.5657,2,">0&<10","b",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_466","MVCO_466_00","Tioga","ti1317",2023-03-29 20:00:00,41.325,-70.5657,0,">0","a",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_466","MVCO_466_00","Tioga","ti1317",2023-03-29 20:00:00,41.325,-70.5657,0,">0","b",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_466","MVCO_466_00","Tioga","ti1317",2023-03-29 20:00:00,41.325,-70.5657,0,">0&<10","a",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
